GEO entry	sample name	Embryo ID	Annotated State	Number of transcripts
GSM2206698	55_r14_1	55c	ABpxaaa	66330
GSM2206699	55_2r15_1	55c	ABalapp	57317
GSM2206700	55_r16_1	55c	ABarpaa	10183
GSM2206701	55_r17_1	55c	ABxrppa	59363
GSM2206702	55_r18_1	55c	ABxpap	75467
GSM2206703	55_r19_1	55c	ABxrppp	67219
GSM2206704	55_r20_1	55c	Eax	27051
GSM2206706	55_2r22_1	55c	ABpxaaa	52710
GSM2206707	55_r23_1	55c	ABarapa	63187
GSM2206708	55_r24_1	55c	ABpxaap	49811
GSM2206709	55_r25_1	55c	P4 (51-cell stage)	102739
GSM2206711	55_r27_1	55c	ABarpaa	6927
GSM2206712	55_r28_1	55c	Cpa (51-cell stage)	57287
GSM2206713	55_r29_1	55c	ABalppa	43028
GSM2206714	55_r30_1	55c	ABarpaa	28536
GSM2206715	55_r31_1	55c	ABaraaa	33248
GSM2206716	55_r32_1	55c	Cpa (51-cell stage)	62987
GSM2206717	55_2r33_1	55c	ABalpap	45395
GSM2206718	55_r34_1	55c	ABarppa	100149
GSM2206719	55_2r35_1	55c	ABpxpaa	51088
GSM2206720	55_r36_1	55c	ABarppa	70505
GSM2206721	55_r37_1	55c	MSpaa	58558
GSM2206722	55_r38_1	55c	ABpxapa	58017
GSM2206723	55_r39_1	55c	ABpxpaa	20000
GSM2206725	55_r41_1	55c	MSppa	70616
GSM2206726	55_2r42_1	55c	Caa (51-cell stage)	41677
GSM2206727	55_r43_1	55c	ABpxapa	54373
GSM2206728	55_r44_1	55c	MSapa	36531
GSM2206729	55_r45_1	55c	MSaap	41269
GSM2206730	55_r46_1	55c	ABalaaa	28630
GSM2206732	55_r48_1	55c	ABxrppa	29263
GSM2206734	55_r50_1	55c	ABpxapp	24817
GSM2206735	55_r51_1	55c	ABxpap	51137
GSM2206736	55_r52_1	55c	MSppp	38460
GSM2206738	55_r54_1	55c	Eax	80794
GSM2206796	72_r1_1	72c	Daa	55159
GSM2206797	72_r2_1	72c	ABarappx	32541
GSM2206798	72_r3_1	72c	ABarappx	24976
GSM2206799	72_r4_1	72c	Eala 102	81558
GSM2206800	72_r5_1	72c	ABarppax	37072
GSM2206801	72_r6_1	72c	ABarappx	29964
GSM2206802	72_r7_1	72c	MSxppa	53072
GSM2206803	72_r8_1	72c	MSxpaa	58710
GSM2206804	72_r9_1	72c	ABarpppx	36035
GSM2206805	72_r10_1	72c	ABpxaapx	52356
GSM2206806	72_r11_1	72c	ABaraapx	69459
GSM2206807	72_r12_1	72c	ABpxapax	28656
GSM2206808	72_r13_1	72c	ABpxaapx	45489
GSM2206810	72_r15_1	72c	ABarppax	18455
GSM2206811	72_r16_1	72c	ABarppax	22975
GSM2206812	72_r17_1	72c	ABarpaxx	65882
GSM2206813	72_2r18_1	72c	ABarapax	73823
GSM2206814	72_r19_1	72c	ABarpaxx	51254
GSM2206815	72_r20_1	72c	Cppa	28603
GSM2206817	72_r22_1	72c	ABpxappx	43718
GSM2206818	72_r23_1	72c	ABalpppx	25500
GSM2206820	72_2r25_1	72c	ABpxappx	65776
GSM2206821	72_2r26_1	72c	Eala 102	74793
GSM2206823	72_r28_1	72c	Daa	62773
GSM2206824	72_29_1	72c	MSxpaa	58573
GSM2206825	72_r30_1	72c	ABpxappx	34502
GSM2206828	72_r33_1	72c	ABalapax	47780
GSM2206829	72_r34_1	72c	ABpxpapx	41725
GSM2206831	72_r36_1	72c	ABalapax	21622
GSM2206832	72_r37_1	72c	ABalappx	31671
GSM2206834	72_r39_1	72c	ABarpppx	47627
GSM2206837	72_r42_1	72c	MSxppa	70427
GSM2206839	72_r44_1	72c	Capa	54461
GSM2206840	72_r45_1	72c	ABpxpapx	28040
GSM2206841	72_2r46_1	72c	P4a 102	131877
GSM2206842	72_r47_1	72c	ABarpaxx	41091
GSM2206843	72_r48_1	72c	Caaa	42776
GSM2206846	72_2r51_1	72c	ABpxpppx	42833
GSM2206847	72_2r52_1	72c	ABarapax	47239
GSM2206851	72_r56_1	72c	ABarapax	14511
GSM2206853	72_2r58_1	72c	ABaraapx	46592
GSM2206854	72_r59_1	72c	ABpxpppx	29654
GSM2206858	72_r63_1	72c	ABaraapx	54186
GSM2206859	72_r64_1	72c	ABalpapx	32404
GSM2206860	72_r65_1	72c	ABalaapx	23242
GSM2206861	72_r66_1	72c	ABalppax	26650
GSM2206862	72_r67_1	72c	ABpxpaax	27517
GSM2206863	72_r68_1	72c	Epla 102	95366
GSM2206866	72_r71_1	72c	ABalpapx	31320
GSM2206868	82_r1_1	82c	ABarpaxx	21815
GSM2206871	82_r4_1	82c	ABpxpppx	21185
GSM2206873	82_r6_1	82c	ABpxppax	26602
GSM2206874	82_r7_1	82c	Eala 102	90969
GSM2206875	82_2r8_1	82c	MSxpaa	64781
GSM2206876	82_r9_1	82c	ABpxaapx	46166
GSM2206877	82_r10_1	82c	Capa	45237
GSM2206878	82_r11_1	82c	Epla 102	125075
GSM2206879	82_r12_1	82c	ABpxpapx	28894
GSM2206880	82_2r13_1	82c	MSxppa	38673
GSM2206881	82_r14_1	82c	ABpxapax	44849
GSM2206882	82_2r15_1	82c	MSxppa	44797
GSM2206884	82_2r16_1	82c	P4a 102	73295
GSM2206885	82_r17_1	82c	ABpxpaax	24462
GSM2206886	82_r18_1	82c	Epla 102	71449
GSM2206888	82_r20_1	82c	ABalapax	34723
GSM2206889	82_r21_1	82c	ABpxpppx	35629
GSM2206890	82_r22_1	82c	ABpxappx	29038
GSM2206892	82_r24_1	82c	ABalappx	29402
GSM2206893	82_r25_1	82c	ABpxppax	25878
GSM2206894	82_r26_1	82c	Epla 102	22666
GSM2206895	82_2r27_1	82c	Daa	51445
GSM2206896	82_2r28_1	82c	ABarpppx	38739
GSM2206897	82_2r29_1	82c	ABpxappx	43298
GSM2206899	82_2r31_1	82c	Eala 102	77463
GSM2206900	82_r32_1	82c	ABarppax	47679
GSM2206902	82_2r34_1	82c	Daa	39033
GSM2206904	82_r36_1	82c	ABarpppx	70734
GSM2206906	82_r38_1	82c	ABalpapx	13081
GSM2206908	82_r40_1	82c	ABalaaax	20433
GSM2206910	82_2r42_1	82c	ABarapax	51904
GSM2206911	82_r43_1	82c	ABpxpapx	29813
GSM2206912	82_r44_1	82c	MSxapa	34199
GSM2206913	82_r45_1	82c	MSxpaa	19267
GSM2206914	82_r46_1	82c	MSxaap	28136
GSM2206915	82_r47_1	82c	ABpxpaax	39123
GSM2206916	82_2r48_1	82c	ABpxaapx	57641
GSM2206917	82_2r49_1	82c	ABalpppx	73499
GSM2206918	82_r50_1	82c	ABalaaax	42763
GSM2206919	82_r51_1	82c	ABaraaax	35470
GSM2206920	82_r52_1	82c	ABalappx	41484
GSM2206921	82_2r53_1	82c	ABarppax	39156
GSM2206922	82_2r54_1	82c	ABpxappx	39634
GSM2206923	82_2r55_1	82c	ABalapax	35606
GSM2206925	82_2r57_1	82c	ABalpaax	44396
GSM2206926	82_r58_1	82c	MSxppp	36948
GSM2206927	82_2r59_1	82c	ABalappx	32282
GSM2206929	82_2r61_1	82c	ABalpapx	22109
GSM2206931	82_2r63_1	82c	ABalappx	21216
GSM2206932	82_2r64_1	82c	ABalaaax	35962
GSM2206933	82_2r65_1	82c	ABarapax	28191
GSM2206934	82_2r66_1	82c	ABpxapax	24886
GSM2206935	82_2r67_1	82c	ABalpppx	32152
GSM2206937	82_r69_1	82c	MSxaaa	41620
GSM2206938	82_r70_1	82c	ABarapax	37827
GSM2206939	82_2r71_1	82c	ABalppax	25752
GSM2206941	82_r73_1	82c	MSxaap	60911
GSM2206942	82_2r74_1	82c	ABalaapx	29052
GSM2206943	82_2r75_1	82c	ABalpaax	28066
GSM2206944	82_1r76_1	82c	ABalaaax	25717
GSM2206945	82_2r77_1	82c	ABpxpapx	22031
GSM2206947	82_3r79_1	82c	Caaa	69438
GSM2206948	88_r1_1	88c	ABarappx	14681
GSM2206949	88_2r2_1	88c	ABarpaxx	31540
GSM2206951	88_r4_1	88c	MSxaap	22429
GSM2206952	88_2r5_1	88c	P4a 102	23592
GSM2206953	88_r6_1	88c	ABpxppax	28288
GSM2206955	88_r8_1	88c	ABpxaaax	18854
GSM2206956	88_r9_1	88c	ABpxaapx	21780
GSM2206957	88_r10_1	88c	Capa	18224
GSM2206958	88_r11_1	88c	Epla 102	95378
GSM2206959	88_2r12_1	88c	ABpxappx	26912
GSM2206960	88_2r13_1	88c	ABalaaax	52056
GSM2206961	88_2r14_1	88c	ABarpppx	94676
GSM2206962	88_2r15_1	88c	ABalappx	51980
GSM2206963	88_2r16_1	88c	ABalaaax	59101
GSM2206964	88_r17_1	88c	ABarppax	45649
GSM2206965	88_r18_1	88c	Eala 102	20631
GSM2206966	88_r19_1	88c	Eala 102	64070
GSM2206967	88_r20_1	88c	ABpxaapx	53492
GSM2206969	88_r22_1	88c	MSxpaa	16197
GSM2206970	88_r23_1	88c	ABpxapax	54416
GSM2206971	88_r24_1	88c	ABalppax	30623
GSM2206972	88_r25_1	88c	ABalpaax	41827
GSM2206973	88_2r26_1	88c	ABpxpppx	8960
GSM2206974	88_r27_1	88c	ABalaaax	24383
GSM2206975	88_r28_1	88c	ABpxappx	29535
GSM2206977	88_r30_1	88c	ABpxppax	51235
GSM2206978	88_r31_1	88c	ABalaapx	42078
GSM2206982	88_r35_1	88c	ABarppax	34776
GSM2206983	88_r36_1	88c	Cppa	60291
GSM2206984	88_2r37_1	88c	Daa	49714
GSM2206985	88_r38_1	88c	ABalapax	43262
GSM2206986	88_r39_1	88c	MSxppp	30839
GSM2206987	88_r40_1	88c	MSxppa	34960
GSM2206988	88_r41_1	88c	ABpxappx	42585
GSM2206990	88_r43_1	88c	ABaraaax	17101
GSM2206991	88_2r44_1	88c	Daa	76607
GSM2206992	88_r45_1	88c	ABarpppx	39247
GSM2206993	88_r46_1	88c	ABalppax	32787
GSM2206994	88_r47_1	88c	ABarpppx	36615
GSM2206995	88_r48_1	88c	ABaraapx	28258
GSM2206996	88_r49_1	88c	ABarpaxx	64763
GSM2206997	88_r50_1	88c	MSxpaa	15202
GSM2206998	88_r51_1	88c	Capa	36141
GSM2206999	88_2r52_1	88c	ABarpaxx	72315
GSM2207000	88_r53_1	88c	ABpxpapx	32542
GSM2207001	88_r54_1	88c	MSxaap	36739
GSM2207002	88_r55_1	88c	ABpxpaax	35187
GSM2207003	88_r56_1	88c	ABpxpapx	28962
GSM2207005	88_2r58_1	88c	ABpxpaax	32571
GSM2207006	88_2r59_1	88c	ABalpapx	28498
GSM2207007	88_r60_1	88c	MSxapa	39526
GSM2207008	88_2r61_1	88c	ABarpaxx	51081
GSM2207009	88_3r62_1	88c	ABalpppx	46214
GSM2207010	88_r63_1	88c	MSxaaa	50009
GSM2207011	88_2r66_1	88c	ABpxappx	34883
GSM2207012	88_r67_1	88c	MSxapa	42655
GSM2207013	88_r68_1	88c	ABpxpapx	30756
GSM2207014	88_2r69_1	88c	Caaa	41756
GSM2207015	88_2r70_1	88c	ABalapax	43847
GSM2207016	88_r71_1	88c	MSxaap	41443
GSM2207017	88_r72_1	88c	MSxppa	38943
GSM2207018	88_2r73_1	88c	ABarapax	39854
GSM2207019	88_r74_1	88c	ABarapax	32555
GSM2207020	88_2r75_1	88c	ABaraaax	38080
GSM2207021	88_2r76_1	88c	ABpxpapx	37505
GSM2207024	88_2r79_1	88c	ABpxpppx	13572
GSM2207026	88_2r81_1	88c	ABalappx	41636
GSM2207027	88_r82_1	88c	ABpxappx	48467
GSM2207030	88_r85_1	88c	ABalaaax	28184
GSM2207031	92_2r1_1	92c	ABpxappx	16289
GSM2207032	92_r2_1	92c	ABarpppx	33331
GSM2207033	92_2r3_1	92c	P4a 102	44950
GSM2207034	92_r4_1	92c	ABarpaxx	53137
GSM2207036	92_r6_1	92c	Daa	20088
GSM2207037	92_3r7_1	92c	Capa	89747
GSM2207038	92_2r8_1	92c	ABarpppx	25185
GSM2207039	92_r9_1	92c	ABarpaxx	83416
GSM2207041	92_2r11_1	92c	ABpxappx	35161
GSM2207043	92_r13_1	92c	Daa	47815
GSM2207044	92_r14_1	92c	Eala 102	29485
GSM2207046	92_2r16_1	92c	ABpxapax	29824
GSM2207047	92_r17_1	92c	Eala 102	29571
GSM2207048	92_2r18_1	92c	Capa	41018
GSM2207049	92_2r19_1	92c	ABpxpppx	30192
GSM2207050	92_2r20_1	92c	ABpxpapx	15871
GSM2207051	92_2r21_1	92c	ABpxappx	19692
GSM2207052	92_r22_1	92c	Caaa	13225
GSM2207053	92_4r23_1	92c	ABalapax	47901
GSM2207054	92_2r24_1	92c	ABpxappx	29292
GSM2207055	92_2r25_1	92c	ABalpppx	35492
GSM2207056	92_2r26_1	92c	ABpxppax	21904
GSM2207058	92_2r28_1	92c	ABalpppx	35354
GSM2207060	92_2r30_1	92c	ABpxpapx	28806
GSM2207061	92_r31_1	92c	Epla 102	47888
GSM2207062	92_2r32_1	92c	ABpxaapx	39679
GSM2207063	92_2r33_1	92c	Cpaa	28818
GSM2207064	92_1r34_1	92c	Daa	31518
GSM2207065	92_1r35_1	92c	ABarpaxx	44811
GSM2207066	92_2r36_1	92c	ABpxpaax	34345
GSM2207067	92_r37_1	92c	ABarapax	20430
GSM2207068	92_r38_1	92c	Cppa	36038
GSM2207070	92_r40_1	92c	ABalaapx	18605
GSM2207071	92_2r41_1	92c	MSxpaa	21492
GSM2207073	92_2r43_1	92c	MSxaap	34670
GSM2207075	92_2r45_1	92c	ABalaaax	47694
GSM2207076	92_2r46_1	92c	ABalpapx	40833
GSM2207078	92_2r48_1	92c	ABalpaax	36727
GSM2207079	92_2r49_1	92c	ABarppax	48291
GSM2207080	92_r50_1	92c	MSxaaa	63345
GSM2207081	92_2r51_1	92c	P4a 102	88052
GSM2207082	92_2r52_1	92c	ABarapax	137176
GSM2207083	92_2r53_1	92c	ABpxpaax	22237
GSM2207084	92_2r54_1	92c	ABpxpapx	30396
GSM2207085	92_2r55_1	92c	ABpxaapx	56019
GSM2207086	92_2r56_1	92c	ABarppax	58015
GSM2207087	92_2r57_1	92c	ABaraaax	41967
GSM2207090	92_2r60_1	92c	ABalppax	26042
GSM2207091	92_2r61_1	92c	ABalaapx	43971
GSM2207092	92_r62_1	92c	ABalappx	54691
GSM2207093	92_2r63_1	92c	ABalpppx	17886
GSM2207094	92_r64_1	92c	MSxpaa	26942
GSM2207096	92_r66_1	92c	ABalaapx	37937
GSM2207097	92_2r67_1	92c	ABalappx	41265
GSM2207098	92_r68_1	92c	ABalappx	31206
GSM2207099	92_2r69_1	92c	ABalppax	31952
GSM2207102	92_r72_1	92c	ABarpppx	40873
GSM2207103	92_2r73_1	92c	MSxaaa	53671
GSM2207105	92_2r75_1	92c	ABalppax	33797
GSM2207106	92_1r76_1	92c	Eala 102	73345
GSM2207107	92_2r77_1	92c	MSxaap	31663
GSM2207108	92_2r78_1	92c	Eala 102	71827
GSM2207110	92_2r80_1	92c	ABalaaax	22942
GSM2207111	92_2r81_1	92c	MSxapa	67652
GSM2207112	92_2r82_1	92c	ABalpapx	47155
GSM2207113	92_r83_1	92c	Eala 102	67895
GSM2207114	92_r84_1	92c	ABarpaxx	47229
GSM2207115	92_4r85_1	92c	MSxppp	63971
GSM2207116	92_2r86_1	92c	ABalaapx	45752
GSM2207117	92_2r87_1	92c	MSxppp	39732
GSM2207118	92_r88_1	92c	MSxapa	40564
GSM2207120	92_r90_1	92c	ABaraapx	25918
GSM2207121	92_r91_1	92c	Eala 102	23031
GSM2207122	92_2r92_1	92c	MSxppp	66347
GSM2207123	96_2r1_1	96c	ABarpppx	74686
GSM2207124	96_2r2_1	96c	ABpxappx	65693
GSM2207125	96_2r3_1	96c	ABalpapx	49631
GSM2207127	96_2r5_1	96c	ABalpaax	75000
GSM2207128	96_2r6_1	96c	ABpxapax	76336
GSM2207129	96_r7_1	96c	Eala 102	79823
GSM2207130	96_2r8_1	96c	MSxpaa	77983
GSM2207131	96_2r9_1	96c	ABalpapx	46529
GSM2207133	96_2r11_1	96c	ABalaapx	62410
GSM2207134	96_2r12_1	96c	ABaraaax	72024
GSM2207135	96_r13_1	96c	Capa	27860
GSM2207139	96_r17_1	96c	ABalappx	30056
GSM2207140	96_2r18_1	96c	Daa	80971
GSM2207142	96_2r20_1	96c	ABalpppx	57500
GSM2207143	96_2r21_1	96c	ABpxappx	54436
GSM2207144	96_2r22_1	96c	ABpxpaax	50821
GSM2207145	96_2r23_1	96c	ABalaaax	52119
GSM2207146	96_2r24_1	96c	MSxapa	60830
GSM2207149	96_2r28_1	96c	MSxppp	43192
GSM2207150	96_r29_1	96c	Eala 102	61668
GSM2207151	96_2r30_1	96c	ABarpppx	54654
GSM2207152	96_2r31_1	96c	MSxaaa	54895
GSM2207153	96_3r32_1	96c	ABpxappx	82705
GSM2207154	96_2r33_1	96c	ABpxpppx	19944
GSM2207155	96_2r34_1	96c	MSxaaa	47238
GSM2207156	96_2r35_1	96c	ABarppax	41005
GSM2207157	96_2r36_1	96c	ABaraaax	46382
GSM2207160	96_3r39_1	96c	ABalpppx	59163
GSM2207162	96_2r41_1	96c	ABpxpapx	19592
GSM2207163	96_2r42_1	96c	ABpxapax	10406
GSM2207165	96_2r44_1	96c	ABalaapx	21227
GSM2207167	96_r46_1	96c	ABarpaxx	59355
GSM2207168	96_2r47_1	96c	ABpxapax	57514
GSM2207169	96_r48_1	96c	ABpxapax	60362
GSM2207170	96_2r49_1	96c	ABalappx	51951
GSM2207171	96_2r50_1	96c	ABpxappx	7641
GSM2207172	96_2r51_1	96c	ABpxpaax	41822
GSM2207173	96_r52_1	96c	Daa	24022
GSM2207174	96_2r53_1	96c	ABpxaapx	75624
GSM2207175	96_r54_1	96c	Eala 102	59856
GSM2207176	96_r55_1	96c	Epla 102	54316
GSM2207177	96_2r56_1	96c	Daa	35158
GSM2207178	96_r57_1	96c	ABpxpppx	18476
GSM2207179	96_2r58_1	96c	Cpaa	91840
GSM2207180	96_2r59_1	96c	ABpxpppx	34672
GSM2207181	96_2r60_1	96c	ABarpaxx	136430
GSM2207182	96_2r61_1	96c	ABalappx	54941
GSM2207186	96_r65_1	96c	Epla 102	90302
GSM2207187	96_2r66_1	96c	ABpxpapx	44368
GSM2207191	96_2r70_1	96c	ABarpppx	32013
GSM2207192	96_3r71_1	96c	ABaraapx	72994
GSM2207193	96_r72_1	96c	ABalppax	21277
GSM2207194	96_2r73_1	96c	ABalapax	18672
GSM2207195	96_2r74_1	96c	ABalaaax	18432
GSM2207196	96_2r75_1	96c	ABalappx	68332
GSM2207198	96_2r77_1	96c	ABalaaax	52103
GSM2207199	96_2r78_1	96c	ABalaapx	59276
GSM2207201	96_2r80_1	96c	ABpxpppx	35447
GSM2207203	96_2r82_1	96c	ABalaaax	25583
GSM2207204	96_2r83_1	96c	ABalapax	21363
GSM2207205	96_2r84_1	96c	ABarppax	50738
GSM2207206	96_2r85_1	96c	ABalpppx	42674
GSM2207207	96_2r86_1	96c	Caaa	9387
GSM2207208	96_4r87_1	96c	MSxppp	47672
GSM2207209	96_2r88_1	96c	ABalapax	26166
GSM2207210	96_2r89_1	96c	ABpxpapx	33846
GSM2207211	96_2r90_1	96c	MSxaap	22207
GSM2207213	96_2r92_1	96c	ABpxappx	12349
GSM2207215	96_2r94_1	96c	ABpxaapx	18823
GSM2207216	96_r95_1	96c	P4a 102	12029
GSM2207220	96_r2_2	96c2	ABarpaxx	40414
GSM2207221	96_2r3_2	96c2	Cppa	48414
GSM2207223	96_r5_2	96c2	ABalaapx	21277
GSM2207224	96_r6_2	96c2	MSxaaa	52821
GSM2207225	96_2r7_2	96c2	ABpxpppx	27900
GSM2207226	96_2r8_2	96c2	MSxpaa	18882
GSM2207230	96_r12_2	96c2	ABpxapax	20351
GSM2207233	96_3r15_2	96c2	ABpxappx	24254
GSM2207234	96_r16_2	96c2	ABalapax	20477
GSM2207235	96_r17_2	96c2	ABaraaax	14420
GSM2207237	96_2r19_2	96c2	Cpaa	20087
GSM2207238	96_r20_2	96c2	ABpxaapx	37620
GSM2207239	96_2r21_2	96c2	Cpaa	47753
GSM2207243	96_r25_2	96c2	Eala 102	40046
GSM2207244	96_r26_2	96c2	Daa	34174
GSM2207246	96_2r28_2	96c2	MSxapa	19101
GSM2207247	96_r29_2	96c2	P4a 102	36813
GSM2207248	96_r30_2	96c2	ABarppax	23063
GSM2207249	96_r31_2	96c2	MSxppa	12892
GSM2207251	96_r33_2	96c2	Eala 102	52617
GSM2207252	96_2r34_2	96c2	MSxppp	35770
GSM2207253	96_r35_2	96c2	ABalpppx	25121
GSM2207254	96_r36_2	96c2	ABpxaaax	21385
GSM2207255	96_r37_2	96c2	Eala 102	47660
GSM2207256	96_r38_2	96c2	MSxapa	21234
GSM2207257	96_2r39_2	96c2	MSxppp	29611
GSM2207258	96_2r40_2	96c2	ABpxppax	27725
GSM2207259	96_r41_2	96c2	ABpxaapx	17680
GSM2207261	96_2r43_2	96c2	MSxaap	14826
GSM2207263	96_r45_2	96c2	ABalappx	11423
GSM2207264	96_2r46_2	96c2	ABpxpaax	19959
GSM2207266	96_r48_2	96c2	Eala 102	58090
GSM2207267	96_2r49_2	96c2	P4a 102	31236
GSM2207268	96_r50_2	96c2	ABarppax	24149
GSM2207269	96_2r51_2	96c2	Daa	38004
GSM2207270	96_r52_2	96c2	ABalpaax	28817
GSM2207271	96_2r53_2	96c2	ABpxpapx	13613
GSM2207272	96_r54_2	96c2	ABaraaax	36544
GSM2207274	96_2r56_2	96c2	ABalapax	8456
GSM2207275	96_r57_2	96c2	ABalapax	12641
GSM2207279	96_2r61_2	96c2	ABarpaxx	63245
GSM2207280	96_r62_2	96c2	ABarpaxx	37695
GSM2207282	96_r64_2	96c2	Epla 102	53872
GSM2207283	96_r65_2	96c2	MSxaaa	19152
GSM2207287	96_r69_2	96c2	MSxppp	10255
GSM2207288	96_r70_2	96c2	MSxppp	16707
GSM2207289	96_r71_2	96c2	ABalppax	19646
GSM2207290	96_r72_2	96c2	MSxaaa	30399
GSM2207291	96_r73_2	96c2	ABpxpapx	15396
GSM2207292	96_2r74_2	96c2	ABarppax	32092
GSM2207293	96_r75_2	96c2	ABalpapx	35166
GSM2207294	96_r76_2	96c2	ABalaapx	7932
GSM2207304	96_r86_2	96c2	ABpxaaax	16832
GSM2207306	96_r88_2	96c2	ABpxapax	23944
GSM2207312	96_r94_2	96c2	ABarpppx	4503
